course_number,course_title,Units,Type,Section,Session,Time,Seats,Registered,Instructor,Room,start_time_of_day,end_time_of_day,day_of_week
GEOL-425L,Data Analysis in the Earth and Environmental Sciences,4.0 units,Lecture,25010R,001,10:30-11:50am,20,8,Julien Emile-Geay,ZHS130,10.5,11.833333333333334,Friday
GEOL-425L,Data Analysis in the Earth and Environmental Sciences,NA,Lab,25011R,001,2:00-3:50pm,20,8,Niloufar Abolfathian,ZHS130,14,15.833333333333334,Friday
GERO-501,Applied Legal and Regulatory Issues in Aging,NA,Lecture,36298R,001,11:30-2:20pm,20,7,Julia Walsh,GER230,11.5,14.333333333333334,Friday
GERO-502,Marketing and Shifts in Consumer Decision Making,NA,Lecture,36301R,001,12:30-3:20pm,55,51,Joshua Johnson James Biggs,GER124,12.5,15.333333333333334,Friday
GERO-504,Current Issues in Aging Services Management,4.0 units,Lecture,36304R,001,4:00-6:50pm,40,26,Joshua Johnson James Biggs,GER115,16,18.833333333333332,Friday
GERO-518,Current Topics in Clinical Nutrition,NA,Lecture,36327D,001,9:00-11:50am,15,11,Carin Kreutzer,GER115,9,11.833333333333334,Friday
GERO-591,Field Practicum,NA,Lecture,36366D,001,1:00-2:50pm,25,20,Carin Kreutzer,GER115,13,14.833333333333334,Friday
GESM-120g,Science in Western Philosophy,4.0,Lecture,35339D,001,10:00-10:50am,19,19,Zlatan Damnjanovic,VKC254,10,10.833333333333334,Friday
GESM-120g,"The Apocalypse in Literature, Art and Film",4.0,Lecture,35340D,001,11:00-11:50am,19,19,Michael Du Plessis,THH119,11,11.833333333333334,Friday
GESM-160g,Mathematics for Earthling Ambassadors to Outer Space,4.0,Lecture,35482D,001,1:00-1:50pm,17,13,Neelesh Tiruviluamala,GFS220,13,13.833333333333334,Friday
HIST-210gw,How to Be An American: Global Histories of U.S. Citizenship,NA,Discussion,36973R,001,8:00-8:50am,25,25,Julia Brown-Bernstein,VKC209,8,8.833333333333334,Friday
HIST-210gw,How to Be An American: Global Histories of U.S. Citizenship,NA,Discussion,36974R,001,9:00-9:50am,25,25,Julia Brown-Bernstein,VKC209,9,9.833333333333334,Friday
HIST-210gw,How to Be An American: Global Histories of U.S. Citizenship,NA,Discussion,36976R,001,10:00-10:50am,25,25,Lydia Sigismondi,VKC209,10,10.833333333333334,Friday
HIST-210gw,How to Be An American: Global Histories of U.S. Citizenship,NA,Discussion,36977R,001,11:00-11:50am,25,25,Lydia Sigismondi,VKC209,11,11.833333333333334,Friday
HIST-210gw,How to Be An American: Global Histories of U.S. Citizenship,NA,Discussion,36978R,001,12:00-12:50pm,25,24,Tahireh Hicks,VKC209,12,12.833333333333334,Friday
HIST-210gw,How to Be An American: Global Histories of U.S. Citizenship,NA,Discussion,36979R,001,1:00-1:50pm,25,24,Tahireh Hicks,VKC209,13,13.833333333333334,Friday
IR-101xgw,International Relations,NA,Discussion,37713R,001,10:00-10:50am,25,24,Brian Knafou,VKC154,10,10.833333333333334,Friday
IR-101xgw,International Relations,NA,Discussion,37716R,001,1:00-1:50pm,25,22,Brian Knafou,VKC158,13,13.833333333333334,Friday
IR-210gw,International Relations: Introductory Analysis,NA,Discussion,37721R,001,1:00-1:50pm,25,24,Siu Hei Wong,VKC154,13,13.833333333333334,Friday
IR-210gw,International Relations: Introductory Analysis,NA,Discussion,37726R,001,9:00-9:50am,25,20,Maria Dominguez Perez,VKC154,9,9.833333333333334,Friday
IR-210gw,International Relations: Introductory Analysis,NA,Discussion,37728R,001,11:00-11:50am,25,24,Maria Dominguez Perez,VKC154,11,11.833333333333334,Friday
LING-115gw,Language and Society,NA,Discussion,38844R,001,11:00-11:50am,20,20,NA,GFS213,11,11.833333333333334,Friday
LING-115gw,Language and Society,NA,Discussion,38846R,001,9:00-9:50am,20,19,NA,KAP113,9,9.833333333333334,Friday
LING-115gw,Language and Society,NA,Discussion,38848R,001,10:00-10:50am,20,20,NA,GFS210,10,10.833333333333334,Friday
LING-115gw,Language and Society,NA,Discussion,38850D,001,8:00-8:50am,21,20,NA,GFS213,8,8.833333333333334,Friday
LING-115gw,Language and Society,NA,Discussion,38922R,001,9:00-9:50am,20,20,NA,GFS210,9,9.833333333333334,Friday
LING-115gw,Language and Society,NA,Discussion,38924D,001,10:00-10:50am,22,21,NA,GFS213,10,10.833333333333334,Friday
LING-115gw,Language and Society,NA,Discussion,38925R,001,12:00-12:50pm,20,19,NA,GFS114,12,12.833333333333334,Friday
SSCI-165Lgw,Sustainability Science in the City,4.0 units,Lecture,35628R,001,11:00-11:50am,120,116,Robert Vos,SLH200,11,11.833333333333334,Friday
SSCI-165Lgw,Sustainability Science in the City,NA,Lab,35632R,001,4:00-5:50pm,20,20,Kate Vavra-Musser,AHF145A,16,17.833333333333332,Friday
SSCI-165Lgw,Sustainability Science in the City,NA,Lab,35634R,001,12:00-1:50pm,20,19,Sarah Van Norden,AHF145A,12,13.833333333333334,Friday
SWMS-210mgw,Social Analysis of Gender,NA,Discussion,34906R,001,9:00-9:50am,25,23,Perry Johnson,THH118,9,9.833333333333334,Friday
SWMS-210mgw,Social Analysis of Gender,NA,Discussion,34907R,001,10:00-10:50am,23,22,Perry Johnson,THH118,10,10.833333333333334,Friday
SWMS-210mgw,Social Analysis of Gender,NA,Discussion,34908R,001,11:00-11:50am,25,25,Kyunghee Eo,THH118,11,11.833333333333334,Friday
SWMS-210mgw,Social Analysis of Gender,NA,Discussion,34909R,001,1:00-1:50pm,25,25,Kyunghee Eo,THH213,13,13.833333333333334,Friday
SWMS-210mgw,Social Analysis of Gender,NA,Discussion,34910R,001,2:00-2:50pm,25,25,Khaliah Reed,THH213,14,14.833333333333334,Friday
SWMS-210mgw,Social Analysis of Gender,NA,Discussion,34911R,001,3:00-3:50pm,14,14,Khaliah Reed,THH213,15,15.833333333333334,Friday
HIST-104gp,Modern Europe,NA,Discussion,36931R,001,8:00-8:50am,25,24,Joshua Poorman,VKC151,8,8.833333333333334,Friday
HIST-104gp,Modern Europe,NA,Discussion,36932R,001,9:00-9:50am,25,25,Joshua Poorman,VKC151,9,9.833333333333334,Friday
HIST-104gp,Modern Europe,NA,Discussion,36933R,001,10:00-10:50am,25,23,Srijita Pal,VKC151,10,10.833333333333334,Friday
HIST-104gp,Modern Europe,NA,Discussion,36934R,001,11:00-11:50am,25,25,Srijita Pal,VKC151,11,11.833333333333334,Friday
HIST-240gp,History of California,NA,Discussion,37033R,001,9:00-9:50am,25,25,Laura Dominguez,THH203,9,9.833333333333334,Friday
HIST-240gp,History of California,NA,Discussion,37034R,001,10:00-10:50am,25,23,Laura Dominguez,WPH201,10,10.833333333333334,Friday
HIST-240gp,History of California,NA,Discussion,37035R,001,11:00-11:50am,25,25,Jillaine Cook,THH214,11,11.833333333333334,Friday
HIST-240gp,History of California,NA,Discussion,37036R,001,9:00-9:50am,25,24,Skyler Reidy,THH B9,9,9.833333333333334,Friday
HIST-240gp,History of California,NA,Discussion,37037R,001,12:00-12:50pm,25,24,Jillaine Cook,THH B9,12,12.833333333333334,Friday
HIST-240gp,History of California,NA,Discussion,37038R,001,10:00-10:50am,25,24,Skyler Reidy,THH B9,10,10.833333333333334,Friday
MDES-345p,Power and Authority in the Middle East,4.0 units,Lecture,41537R,001,10:00-10:50am,19,18,Ekin Kurtic,THH207,10,10.833333333333334,Friday
PHIL-255gp,"Existentialism in Philosophy, Literature and Film",NA,Discussion,49692R,001,8:00-8:50am,25,14,Laura Nicoara,MHP102,8,8.833333333333334,Friday
PHIL-255gp,"Existentialism in Philosophy, Literature and Film",NA,Discussion,49693R,001,9:00-9:50am,25,23,Laura Nicoara,MHP102,9,9.833333333333334,Friday
SPAN-290gp,Introduction to Latin American and Iberian Studies,NA,Discussion,62283R,001,11:00-11:50am,16,16,Noraeden Mora Mendez,VKC204,11,11.833333333333334,Friday
SPAN-290gp,Introduction to Latin American and Iberian Studies,NA,Discussion,62284R,001,10:00-10:50am,18,18,Noraeden Mora Mendez,VKC204,10,10.833333333333334,Friday
SPAN-290gp,Introduction to Latin American and Iberian Studies,NA,Discussion,62285R,001,11:00-11:50am,18,15,Cesar Perez Sanchez,THH115,11,11.833333333333334,Friday
SPAN-290gp,Introduction to Latin American and Iberian Studies,NA,Discussion,62282R,001,10:00-10:50am,19,19,Cesar Perez Sanchez,THH211,10,10.833333333333334,Friday
SWMS-219gp,Introduction to Feminist Theory,NA,Discussion,34913R,001,10:00-10:50am,23,23,Harry Gilbert,THH217,10,10.833333333333334,Friday
SWMS-219gp,Introduction to Feminist Theory,NA,Discussion,34914R,001,11:00-11:50am,23,23,Harry Gilbert,THH217,11,11.833333333333334,Friday
HBIO-205Lxg,The Science of Sport,4.0 units,Lecture,38411R,001,10:00-10:50am,90,86,Bob Girandola,WPHB27,10,10.833333333333334,Friday
HBIO-205Lxg,The Science of Sport,NA,Lecture,38420R,001,9:00-9:50am,90,88,Bob Girandola,WPHB27,9,9.833333333333334,Friday
HBIO-205Lxg,The Science of Sport,NA,Lab,38416R,001,2:00-3:50pm,18,17,Gudrun Floyd,PED B16,14,15.833333333333334,Friday
HBIO-205Lxg,The Science of Sport,NA,Lab,38423R,001,10:00-11:50am,18,17,Alexis Camacho,PED B16,10,11.833333333333334,Friday
HBIO-205Lxg,The Science of Sport,NA,Lab,38425R,001,12:00-1:50pm,18,17,Alexis Camacho,PED B16,12,13.833333333333334,Friday
HBIO-250g,The Pharmacology of Performance Enhancing Drugs,4.0 units,Lecture-Discussion,38429R,001,11:00-11:50am,49,49,Kurt Kwast,THH212,11,11.833333333333334,Friday
HBIO-301L,Human Anatomy,4.0 units,Lecture,38434D,001,9:00-9:50am,108,105,Kurt Kwast,THH301,9,9.833333333333334,Friday
HBIO-420L,Applied Human Physiology,4.0 units,Lecture,38488D,001,10:00-10:50am,75,71,Kurt Kwast,SLH100,10,10.833333333333334,Friday
HIST-100mg,The American Experience,NA,Discussion,36982R,001,9:00-9:50am,25,22,Angelica Stoddard,VKC206,9,9.833333333333334,Friday
HIST-100mg,The American Experience,NA,Discussion,36983R,001,10:00-10:50am,25,24,Angelica Stoddard,VKC206,10,10.833333333333334,Friday
HIST-100mg,The American Experience,NA,Discussion,36984R,001,11:00-11:50am,25,23,Angelica Stoddard,VKC206,11,11.833333333333334,Friday
HIST-100mg,The American Experience,NA,Discussion,36981R,001,8:00-8:50am,25,16,Angelica Stoddard,VKC206,8,8.833333333333334,Friday
HIST-102mg,The Worlds of Medieval Europe,NA,Discussion,36910R,001,10:00-10:50am,24,17,Jillian Barndt,VKC258,10,10.833333333333334,Friday
HIST-102mg,The Worlds of Medieval Europe,NA,Discussion,36911R,001,9:00-9:50am,25,16,Jillian Barndt,VKC258,9,9.833333333333334,Friday
HIST-108g,Histories of South Asia,NA,Discussion,36946R,001,9:00-9:50am,25,14,Sayantani Jana,SOSB37,9,9.833333333333334,Friday
HIST-108g,Histories of South Asia,NA,Discussion,36947R,001,10:00-10:50am,24,24,Sayantani Jana,SOSB37,10,10.833333333333334,Friday
HIST-185g,A Survey of Armenian History,NA,Discussion,36989R,001,9:00-9:50am,24,7,NA,WPH206,9,9.833333333333334,Friday
HIST-185g,A Survey of Armenian History,NA,Discussion,36990R,001,10:00-10:50am,25,12,NA,WPHB26,10,10.833333333333334,Friday
ITAL-350g,Gender and Sexuality in Renaissance Italy,NA,Discussion,34442D,001,11:00-11:50am,24,16,Adam Gill,WPH201,11,11.833333333333334,Friday
ITAL-350g,Gender and Sexuality in Renaissance Italy,NA,Discussion,34443D,001,12:00-12:50pm,24,19,Adam Gill,WPH201,12,12.833333333333334,Friday
PHIL-168g,The Meaning of Life,4.0 units,Discussion,49481R,001,11:00-11:50am,25,25,Jennifer Head,KDC241,11,11.833333333333334,Friday
PHIL-168g,The Meaning of Life,NA,Discussion,49389R,001,9:00-9:50am,25,25,Jennifer Head,VKC205,9,9.833333333333334,Friday
SLL-110g,Russia in the Modern Era,NA,Discussion,60292R,001,10:00-10:50am,25,11,NA,THH214,10,10.833333333333334,Friday
SLL-110g,Russia in the Modern Era,NA,Discussion,60296R,001,12:00-12:50pm,25,16,NA,WPH101,12,12.833333333333334,Friday
HIST-225g,"Film, Power, and American History",NA,Discussion,36992R,001,9:00-9:50am,25,23,Carlos Parra,THH214,9,9.833333333333334,Friday
HIST-225g,"Film, Power, and American History",NA,Discussion,36993R,001,10:00-10:50am,25,25,Carlos Parra,THH213,10,10.833333333333334,Friday
HIST-225g,"Film, Power, and American History",NA,Discussion,36994R,001,11:00-11:50am,25,24,Stanley Fonseca,VKC106,11,11.833333333333334,Friday
HIST-225g,"Film, Power, and American History",NA,Discussion,36995R,001,12:00-12:50pm,25,22,Stanley Fonseca,VKC206,12,12.833333333333334,Friday
HP-290,Introduction to Research Apprenticeship,"2.0 units, max 8",Lecture,40557D,001,1:00-2:50pm,25,1,David Glasgow Elahe Nezami,SOSB2,13,14.833333333333334,Friday
HP-290,Introduction to Research Apprenticeship,NA,Lecture,40559D,001,1:00-2:50pm,30,15,Elahe Nezami Nadia Sellami Kairos Llobrera,WPH106,13,14.833333333333334,Friday
HP-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,40585D,001,1:00-2:50pm,85,72,David Glasgow Elahe Nezami,SOSB2,13,14.833333333333334,Friday
IML-354,Introduction to 3-D Modeling,2.0 units,Lecture-Lab,37428D,001,10:00-12:50pm,20,20,Silvia Rigon,SCB102,10,12.833333333333334,Friday
IML-585,Creative Critical Writing Workshop,"2.0 units, max 4",Lecture,37477D,037,10:00-12:50pm,15,4,Holly Willis,SCI209,10,12.833333333333334,Friday
INF-519,Foundations and Policy for Information Security,4.0 units,Lecture,32428D,048,12:00-3:20pm,25,17,Tanya Ryutov,OHE136,12,15.333333333333334,Friday
INF-519,Foundations and Policy for Information Security,NA,Lecture,32429D,034,12:00-3:20pm,12,8,Tanya Ryutov,DEN@Viterbi,12,15.333333333333334,Friday
INF-523,Computer Systems Assurance,4.0 units,Lecture,32450D,048,1:00-4:20pm,25,13,Clifford Neuman,OHE120,13,16.333333333333332,Friday
INF-523,Computer Systems Assurance,NA,Lecture,32413D,034,1:00-4:20pm,25,8,Clifford Neuman,DEN@Viterbi,13,16.333333333333332,Friday
INF-553,Foundations and Applications of Data Mining,NA,Lecture,32418D,048,1:00-4:20pm,60,60,Anna Farzindar,VKC156,13,16.333333333333332,Friday
INF-561,Predictive Analytics,3.0 units,Lecture,31529D,048,3:30-6:20pm,40,38,Cesar Acosta-Mejia,KAP156,15.5,18.333333333333332,Friday
INF-562,Integration of Medical Imaging Systems,3.0 units,Lecture,29305D,034,9:00-11:50am,20,3,Brent Liu,DEN@Viterbi,9,11.833333333333334,Friday
INF-562,Integration of Medical Imaging Systems,NA,Lecture,29310D,048,9:00-11:50am,28,13,Brent Liu,OHE100B,9,11.833333333333334,Friday
IR-211g,International Relations: Approaches to Research,4.0 units,Lecture,37733R,001,11:00-11:50am,100,62,Megan Becker,WPH B27,11,11.833333333333334,Friday
IR-211g,International Relations: Approaches to Research,NA,Discussion,37734R,001,1:00-1:50pm,25,7,Paul Orner,VKC157,13,13.833333333333334,Friday
IR-211g,International Relations: Approaches to Research,NA,Discussion,37737R,001,12:00-12:50pm,25,21,Paul Orner,VKC154,12,12.833333333333334,Friday
IR-212,Historical Approaches to International Relations,NA,Discussion,37744R,001,10:00-10:50am,25,16,Pongkwan Sawasdipakdi,VKC157,10,10.833333333333334,Friday
IR-213,The Global Economy,NA,Discussion,37750D,001,9:00-9:50am,1,0,NA,VKC157,9,9.833333333333334,Friday
IR-213,The Global Economy,NA,Discussion,37751D,001,10:00-10:50am,1,0,NA,VKC158,10,10.833333333333334,Friday
IR-316,Gender and Global Issues,4.0 units,Lecture,37803D,001,11:00-11:50am,1,0,NA,VKC100,11,11.833333333333334,Friday
IR-324,Multinational Enterprises and World Politics,4.0 units,Lecture,37816R,001,12:00-12:50pm,48,41,Douglas Becker,WPHB28,12,12.833333333333334,Friday
IR-350p,Power and Authority in the Middle East,4.0 units,Lecture,41537R,001,10:00-10:50am,19,18,Ekin Kurtic,THH207,10,10.833333333333334,Friday
IR-369,Post-War European Relations,4.0 units,Lecture,37884R,001,1:00-1:50pm,48,8,Timothy Turnbull,VKC150,13,13.833333333333334,Friday
IR-381,Introduction to International Security,4.0 units,Lecture,37895R,001,12:00-12:50pm,48,16,Megan Becker,SOSB46,12,12.833333333333334,Friday
IR-392,Supervised Undergraduate Research Experience,"2.0 units, max 4",Lecture,37817D,001,2:00-3:50pm,48,7,Megan Becker,VKC152,14,15.833333333333334,Friday
ISE-105,Introduction to Industrial and Systems Engineering,2.0 units,Lecture,31600R,001,10:00-11:50am,50,46,Shinyi Wu,KAP146,10,11.833333333333334,Friday
ISE-382,"Database Systems: Concepts, Design and Implementation",NA,Discussion,31629R,001,9:30-10:50am,20,14,NA,VHE206,9.5,10.833333333333334,Friday
ISE-382,"Database Systems: Concepts, Design and Implementation",NA,Discussion,31631R,001,11:00-12:20pm,25,22,NA,VHE206,11,12.333333333333334,Friday
ISE-460,Engineering Economy,NA,Discussion,31645R,001,12:00-12:50pm,80,27,NA,OHE122,12,12.833333333333334,Friday
ISE-460,Engineering Economy,NA,Discussion,31665R,001,11:00-11:50am,34,28,NA,SAL127,11,11.833333333333334,Friday
ISE-460,Engineering Economy,NA,Discussion,31685D,014,12:00-12:50pm,20,5,NA,DEN@Viterbi,12,12.833333333333334,Friday
ISE-506,Lean Operations,3.0 units,Lecture,31522D,048,5:10-7:50pm,30,8,Theodore Mayeshiba,OHE120,17.166666666666668,19.833333333333332,Friday
ISE-506,Lean Operations,NA,Lecture,31722D,034,5:10-7:50pm,15,10,Theodore Mayeshiba,DEN@Viterbi,17.166666666666668,19.833333333333332,Friday
ISE-529,Predictive Analytics,3.0 units,Lecture,31529D,048,3:30-6:20pm,40,38,Cesar Acosta-Mejia,KAP156,15.5,18.333333333333332,Friday
ISE-556,Stochastic Systems and Reinforcement Learning,NA,Discussion,31081R,048,10:00-10:50am,35,23,NA,KAP145,10,10.833333333333334,Friday
ISE-560,Analysis of Algorithms,NA,Quiz,29923R,048,7:00-8:50pm,660,645,NA,TBA,19,20.833333333333332,Friday
ISE-560,Analysis of Algorithms,NA,Quiz,30152R,034,7:00-8:50pm,45,36,NA,DEN@Viterbi,19,20.833333333333332,Friday
ITAL-150,Italian II,4.0 units,Lecture,34418D,001,10:00-10:50am,20,19,Antonio Idini,VKC108,10,10.833333333333334,Friday
ITAL-150,Italian II,NA,Lecture,34420R,001,11:00-11:50am,19,19,Antonio Idini,VKC108,11,11.833333333333334,Friday
ITAL-403,Studies in Colonialism and Postcolonialism,"4.0 units, max 8",Lecture,34444R,001,10:00-11:50am,16,3,Gian-Maria Annovi,THH209,10,11.833333333333334,Friday
ITP-101,Introduction to Business Information Technologies,NA,Lab,31808R,001,10:00-10:50am,40,17,NA,OHE542,10,10.833333333333334,Friday
ITP-101,Introduction to Business Information Technologies,NA,Lab,31810R,001,11:00-11:50am,40,21,NA,OHE542,11,11.833333333333334,Friday
ITP-101,Introduction to Business Information Technologies,NA,Lab,31813R,001,4:00-4:50pm,40,7,NA,OHE542,16,16.833333333333332,Friday
ITP-280,Video Game Production,NA,Lab,31852D,001,1:00-2:50pm,17,0,NA,OHE542,13,14.833333333333334,Friday
ITP-280,Video Game Production,NA,Lab,31853D,001,3:00-4:50pm,17,0,NA,OHE542,15,16.833333333333332,Friday
ITP-383,"Database Systems: Concepts, Design and Implementation",NA,Discussion,31629R,001,9:30-10:50am,20,14,NA,VHE206,9.5,10.833333333333334,Friday
ITP-383,"Database Systems: Concepts, Design and Implementation",NA,Discussion,31631R,001,11:00-12:20pm,25,22,NA,VHE206,11,12.333333333333334,Friday
JOUR-510,Sports,2.0,Lecture,21344D,001,10:00-11:50am,12,12,Jeffrey Fellenzer,ANN210,10,11.833333333333334,Friday
JOUR-510,"Arts, Culture, Entertainment",2.0,Lecture,21692D,001,10:00-11:50am,14,14,Mary Murphy Christina Campodonico,ANN211,10,11.833333333333334,Friday
JOUR-510,Urban Affairs,2.0,Lecture,21695D,001,10:00-11:50am,12,4,Alan Mittelstaedt,ANN408,10,11.833333333333334,Friday
JOUR-510,Global Affairs,2.0,Lecture,21697D,001,10:00-11:50am,12,5,Michael Parks,ANN209,10,11.833333333333334,Friday
JOUR-510,Health and Medical Reporting,2.0,Lecture,21699D,001,10:00-11:50am,12,8,Joe Saltzman Michelle Levander,ANN309,10,11.833333333333334,Friday
JOUR-531L,Fall Digital Journalism Immersion,NA,Discussion,21549D,001,12:00-1:40pm,38,38,Lisa Pecot-Hebert,ANN L101,12,13.666666666666666,Friday
JOUR-547,Navigating the Media Marketplace,1.0 unit,Lecture,21566D,001,2:00-3:40pm,40,39,Sarah Springer,ANN L101,14,15.666666666666666,Friday
JOUR-591,Arts Writing Practicum,3.0 units,Lecture,21672D,001,9:00-11:30am,15,8,Tim Page,ASC228,9,11.5,Friday
LAW-220,The Legal Profession,2.0 units,Lecture,02640R,001,12:00-1:40pm,120,75,Andrew Guzman Robert Rasmussen Maddy Zamany,LAW7,12,13.666666666666666,Friday
LAW-502,Procedure I,2.0-4.0 units,Lecture,03010D,991,10:00-11:15am,75,68,Clare Pastore,LAW101,10,11.25,Friday
LAW-503,Contracts,NA,Lecture,03029D,991,10:00-11:15am,75,67,Ariela Gross,LAW103,10,11.25,Friday
LAW-504,Criminal Law,3.0 units,Lecture,04021R,968,10:00-12:50pm,54,17,Joel Furman,LAW130,10,12.833333333333334,Friday
LAW-504,Criminal Law,NA,Lecture,04267D,529,10:00-12:50pm,1,1,Joel Furman,LAW130,10,12.833333333333334,Friday
LAW-509,Torts I,NA,Lecture,03074D,991,9:00-9:50am,75,67,Erik Hovenkamp,LAW103,9,9.833333333333334,Friday
LAW-510,Legal Research,NA,Lecture,04020D,968,9:00-9:50am,80,79,Ryan Metheny,LAW7,9,9.833333333333334,Friday
LAW-520,Introduction to U.S. Legal System,2.0 units,Lecture,04008R,968,2:00-3:50pm,214,186,John Heilman,SGM124,14,15.833333333333334,Friday
LAW-520,Introduction to U.S. Legal System,NA,Lecture,04238D,529,2:00-3:50pm,6,6,John Heilman,SGM124,14,15.833333333333334,Friday
LAW-521,Topics in American Law,1.0-4.0 units,Lecture,04015R,968,10:00-12:50pm,85,34,John Heilman,LAW1,10,12.833333333333334,Friday
LAW-521,Topics in American Law,NA,Lecture,04232D,529,10:00-12:50pm,10,2,John Heilman,LAW1,10,12.833333333333334,Friday
LAW-560,Academic and Professional Skills for U.S. Law Studies I,2.0 units,Lecture,04300D,968,10:00-11:50am,40,30,Rachel Gezerseh,VPD106,10,11.833333333333334,Friday
LAW-602,Criminal Procedure,2.0-4.0 units,Lecture,03223D,941,10:00-11:50am,90,75,Tom Griffith,LAW7,10,11.833333333333334,Friday
